redVarietal,isVQA,subCategory/description,subCategory/id,consumerRating,featured/0,_isLimitedTimeOffer,regularPrice,isCraft,isDraft,promotionStartDate,whiteVarietal,tastingDescription,_promotionStartDate,_all_featured/0,_all_featured/1,promotionEndDate,sku,isLimitedTimeOffer,_featured/0,image,availableUnits,last_updated,subRegion,unitSize,upc/0,_blacklist,volume,name,style,countryName,isBCCraft,region,status,statusCode,color,grapeType,_regularPrice,isOrganic,storeCount,nameSuffix,alcoholPercentage,productCategory,isExclusive,all_featured/0,all_featured/1,restrictionCode,productSubCategory,namePrefix,countryCode,isOntarioVQA,class/description,class/id,productType,isKosher,_whitelist,inventoryCode,currentPrice,sweetness,isNew,all_promotions/0/urlAlias,all_promotions/0/name,all_promotions/0/promoCode,all_promotions/0/published,all_promotions/0/shortName,promotions/0/urlAlias,promotions/0/name,promotions/0/promoCode,promotions/0/published,promotions/0/shortName,nameSanitized,isBCVQA,_currentPrice,_promotionEndDate,votes,category/description,category/id,upc/1,upc/2,upc/3,upc/4,all_promotions/0,promotions/0,certificates/0,upc/5,upc/6,upc/7,upc/8,upc/9,upc/10,upc/11,upc/12,upc/13,upc/14,_all_featured/2,all_featured/2,upc/15,upc/16,upc/17,upc/18,upc/19,is_special_release,availability_override,upc/20,upc/21,upc/22,certificates/1
Other Blend,TRUE,Canada - BC,1028,3.9,,,19.99,,,,,"Hester Creek plantings from 1968 were not always identified as to what varietal. The unknown grapes provide some of the 'character' in this blended red. Black fruit flavours, licorice and earthy Golden Mile essence makeup the taste profile. A great match with wintry fare like casseroles, crockpot dishes or pasta.
",,,,,158311,,,http://www.bcliquorstores.com/files/158311.jpeg,2076,4/4/2019 18:10,,1,6.2699E+11,FALSE,0.75,HESTER CREEK - CHARACTER RED GOLDEN MILE BENCH 2017,,Canada,FALSE,,2,2,RED,OTHER BLEND,19.99,FALSE,158, CHARACTER RED GOLDEN MILE BENCH 2017,13.9,,FALSE,,,SR,,HESTER CREEK ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,19.99,0,FALSE,,,,,,,,,,,hester creek - character red golden mile bench 2017,TRUE,19.99,,71,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,3.9,,,17.99,,,,Other Blend,"The character here comes from putting together 6 grape varietals from the estate vineyards on the Golden Mile. Yes there is gold in those grapes as the taste is fruity with citrus and tree fruit flavours to enjoy. Fall menus ideas: risotto or planked salmon.
",,,,,158147,,,http://www.bcliquorstores.com/files/158147.jpeg,2212,4/4/2019 18:10,,1,6.2699E+11,FALSE,0.75,HESTER CREEK - CHARACTER WHITE GOLDEN MILE BENCH 2018,,Canada,FALSE,,2,2,WHITE,OTHER BLEND,17.99,FALSE,158, CHARACTER WHITE GOLDEN MILE BENCH 2018,13,,FALSE,,,SR,,HESTER CREEK ,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,17.99,1,FALSE,,,,,,,,,,,hester creek - character white golden mile bench 2018,TRUE,17.99,,29,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,4.3,,,18.99,,,,Pinot Blanc,"Like icewine, this late harvest wine has a refreshing acidity that balances the tastes of peach, apple and honey with a hint of tangerine. It pairs well with any dessert featuring vanilla, cheese and a hint of sweetness.
",,,,,438622,,,http://www.bcliquorstores.com/files/438622.jpeg,606,4/4/2019 18:10,,1,6.2699E+11,FALSE,0.2,HESTER CREEK - LATE HARVEST PINOT BLANC 2017,,Canada,FALSE,,2,2,WHITE,PINOT BLANC,18.99,FALSE,48, LATE HARVEST PINOT BLANC 2017,11.9,,FALSE,,,SR,,HESTER CREEK ,CA,,Canada - BC Dessert Wine,1081,White Wine,FALSE,FALSE,0,18.99,8,FALSE,,,,,,,,,,,hester creek - late harvest pinot blanc 2017,TRUE,18.99,,41,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,4,,TRUE,17.99,,,2019-04-01T00:00:00.000-07:00,Pinot Blanc,"A local Pinot Blanc that is brimming with orchard fruit flavours of apple and peach, leading to notes of melon and a hint of honey.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,467316,TRUE,,http://www.bcliquorstores.com/files/467316.jpeg,1327,4/4/2019 18:10,,1,6.26037E+11,FALSE,0.75,HESTER CREEK - PINOT BLANC GOLDEN MILE BENCH 2017,,Canada,FALSE,,2,2,WHITE,PINOT BLANC,17.99,FALSE,115, PINOT BLANC GOLDEN MILE BENCH 2017,13.2,,FALSE,On Sale,,SR,,HESTER CREEK ,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,15.99,1,FALSE,,,,,,,,,,,hester creek - pinot blanc golden mile bench 2017,TRUE,15.99,2019-04-27T00:00:00.000-07:00,38,Wine,1005,6.2699E+11,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,3.9,,,18.99,,,,Pinot Gris / Pinot Grigio,"Located on the Golden Mile, Hester Creek is a destination winery with lots of reason to visit. In the glass for you is their Pinot Gris, which offers citrus and apple hints with good acidity. Will work with salmon dishes or pasta or grilled poultry.
",,,,,560037,,,http://www.bcliquorstores.com/files/560037.jpeg,2587,4/4/2019 18:10,,1,6.26037E+11,FALSE,0.75,HESTER CREEK - PINOT GRIS 2017,,Canada,FALSE,,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,18.99,FALSE,175, PINOT GRIS 2017,13.5,,FALSE,,,SR,,HESTER CREEK ,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,18.99,0,FALSE,,,,,,,,,,,hester creek - pinot gris 2017,TRUE,18.99,,53,Wine,1005,6.2699E+11,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Cabernet / Merlot,TRUE,Canada - BC,1028,3.8,,,19.99,,,,,"This blend is an easygoing favourite, with structure provided by the Cabernets and ripe, dark fruit flavours added by Merlot. Slightly herbaceous aromas of currant, cinnamon, clove and tobacco lead to a medium-bodied raspberry palate. Pair it perfectly with grilled pork tenderloin, smoked ribs or medium-strong cheeses.
",,,,,13920,,,http://www.bcliquorstores.com/files/13920.jpeg,2573,4/4/2019 18:10,,1,6.26037E+11,FALSE,0.75,HESTER CREEK - SELECTED BARRELS CABERNET MERLOT 2017,,Canada,FALSE,,2,2,RED,CABERNET/MERLOT,19.99,FALSE,180, SELECTED BARRELS CABERNET MERLOT 2017,13,,FALSE,,,SR,,HESTER CREEK ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,19.99,0,FALSE,,,,,,,,,,,hester creek - selected barrels cabernet merlot 2017,TRUE,19.99,,76,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Bordeaux Blend,TRUE,Canada - BC,1028,4.5,,,49.99,,,,,"The Hester Creek property dates back to vines planted in 1968 at this Golden Mile location. A blend of Merlot, Cabernet Sauvignon and Cabernet Franc, The Judge delivers black cherry, blackberry, leather, cocoa, toasty oak, anise, roasted bell pepper and dried sage notes with velvety tannins and a lengthy finish. 
",,,,,133124,,,http://www.bcliquorstores.com/files/133124.jpeg,25,4/4/2019 18:10,,1,6.2699E+11,FALSE,0.75,HESTER CREEK - THE JUDGE GOLDEN MILE BENCH 2015,,Canada,FALSE,,2,2,RED,BORDEAUX BLEND,49.99,FALSE,2, THE JUDGE GOLDEN MILE BENCH 2015,14.2,,FALSE,,,SM,,HESTER CREEK ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,49.99,0,FALSE,,,,,,,,,,,hester creek - the judge golden mile bench 2015,TRUE,49.99,,28,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,,Fortified Wine,1036,3.7,,,27.99,,,,Other Grape Variety,"91 Points & Top 100: 2013, Rank: 32, Wine Spectator - ""Bright, with saline, sunchoke and blanched almond notes backed by a piercing, chalk-framed finish. This is all precision and cut. Drink now."" (October 2013)
",,,,,34801,,,http://www.bcliquorstores.com/files/34801.jpeg,92,4/4/2019 18:10,,1,8.41171E+12,FALSE,0.75,HIDALGO - MANZANILLA LA GITANA,,Spain,FALSE,,3,3,WHITE,OTHER GRAPE VARIETY,27.99,FALSE,11, MANZANILLA LA GITANA,15,,FALSE,,,ST,,HIDALGO ,ES,,Sherry Wine,1148,Sherry,FALSE,FALSE,0,27.99,0,FALSE,,,,,,,,,,,hidalgo - manzanilla la gitana,,27.99,,30,Wine,1005,8.41171E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortified Wine,1036,4,,,39.99,,,,,"92 Points, Wine Spectator - ""A lovely amber-colored Sherry, featuring coffee, bittersweet chocolate, roasted walnut and iodine aromas and flavors. It's balanced between sweet and pungent, yet essentially dry, with a slightly burnt treacle, bitter walnut finish. Complex."" (2008)
",,New Product,,,535427,,,http://www.bcliquorstores.com/files/535427.jpeg,3,4/4/2019 18:10,,1,8.41199E+12,FALSE,0.75,HIDALGO - OLOROSO SECO GOBERNADOR,,Spain,FALSE,,2,2,NOT APPLICABLE,NOT APPLICABLE,39.99,FALSE,2, OLOROSO SECO GOBERNADOR,20,,FALSE,New Product,,SM,,HIDALGO ,ES,,Sherry Wine,1148,Sherry,FALSE,FALSE,0,39.99,0,TRUE,,,,,,,,,,,hidalgo - oloroso seco gobernador,,39.99,,7,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortified Wine,1036,4.8,,,24.99,,,,Other Blend,"91 Points & Top 100: 2017, Rank: 30, Wine Spectator: ""Distinctive, with verbena and tarragon notes leading the way, followed by lemon pith and jicama flavors. Flashes of gooseberry and talc run through the finish. Bottled June 2016. Drink now."" (June 2017)
",,,,,165459,,,http://www.bcliquorstores.com/files/165459.jpeg,58,4/4/2019 18:10,,1,8.41245E+12,FALSE,0.75,HIJOS DE RAINERA PEREZ MARIN - MANZANILLA LA GUITA,,Spain,FALSE,,3,3,WHITE,OTHER BLEND,24.99,FALSE,8, MANZANILLA LA GUITA,15,,FALSE,,,ST,,HIJOS DE RAINERA PEREZ MARIN ,ES,,Sherry Wine,1148,Sherry,FALSE,FALSE,1,24.99,0,FALSE,,,,,,,,,,,hijos de rainera perez marin - manzanilla la guita,,24.99,,5,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sake,1049,3.8,,,38.99,,,,,"Clear with a platinum blue cast. Delicate vanilla maple nut fudge and spicy pear custard aromas; fruity and fresh, with banana undertones. Crisp and smooth, with hints of fruits and vanilla, and a savory sweet potato bread, white mushroom, tart cherry and jicama subtle nuances. Smooth, medium body-to-full body for a very well balanced finish.
",,,,,566489,,,http://www.bcliquorstores.com/files/566489.jpeg,79,4/4/2019 18:10,,1,7.3604E+11,FALSE,0.72,HIRO - JUNMAI GINJO SAKE,,Japan,FALSE,,2,2,NOT APPLICABLE,NOT APPLICABLE,38.99,FALSE,9, JUNMAI GINJO SAKE,15,,FALSE,,,SR,,HIRO ,JP,,Japan Sake,1257,Sake,FALSE,FALSE,0,38.99,1,FALSE,,,,,,,,,,,hiro - junmai ginjo sake,,38.99,,24,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,2.8,,,12.79,,,,Other Blend,"Fruity and floral on the nose, with fresh peach and melon aroma. Sweetness is balanced with a tart apple finish.
",,,,,78493,,,http://www.bcliquorstores.com/files/78493.jpeg,1690,4/4/2019 18:10,,1,48162000131,FALSE,1.5,HOCHTALER,,Canada,FALSE,,2,2,WHITE,OTHER BLEND,12.79,FALSE,152,HOCHTALER,11,,FALSE,,,G,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,12.79,1,FALSE,,,,,,,,,,,hochtaler,,12.79,,19,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,3,,,30.99,,,,Other Blend,"Fruity and floral on the nose, with fresh peach and melon aroma. Sweetness is balanced with a tart apple finish.
",,,,,80788,,,http://www.bcliquorstores.com/files/80788.jpeg,1728,4/4/2019 18:10,,1,48162003217,FALSE,4,HOCHTALER,,Canada,FALSE,,2,2,WHITE,OTHER BLEND,30.99,FALSE,176,HOCHTALER,11,,FALSE,,,G,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,30.99,1,FALSE,,,,,,,,,,,hochtaler,,30.99,,19,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,3.1,,,30.99,,,,Other Blend,"Light to medium-bodied with a rich aroma of peach and kiwi; easy drinking with a lovely, balanced taste.
",,,,,188292,,,http://www.bcliquorstores.com/files/188292.jpeg,1510,4/4/2019 18:10,,1,48162002425,FALSE,4,HOCHTALER DRY,,Canada,FALSE,,2,2,WHITE,OTHER BLEND,30.99,FALSE,164,HOCHTALER DRY,11,,FALSE,,,G,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,30.99,0,FALSE,,,,,,,,,,,hochtaler dry,,30.99,,21,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabernet / Shiraz,TRUE,Canada - Other,1029,4.3,,,12.47,,,,,"A spicy pepper and flint note with underlying blackberry fruit. Excellent density and a gritty tannin. Smokey notes linger in the finish.
",,,,,650861,,,http://www.bcliquorstores.com/files/650861.jpeg,118,4/4/2019 18:10,,1,7.79376E+11,FALSE,0.75,HOUSE WINE - CABERNET SHIRAZ HOUSE RED NIAGARA 2017,,Canada,FALSE,,3,3,RED,CABERNET/SHIRAZ,12.47,FALSE,10, CABERNET SHIRAZ HOUSE RED NIAGARA 2017,13,,FALSE,,,SR,,HOUSE WINE ,CA,TRUE,Canada - Other Red Wine,1090,Red Wine,FALSE,FALSE,0,12.47,1,FALSE,,,,,,,,,,,house wine - cabernet shiraz house red niagara 2017,,12.47,,65,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - Other,1029,4.5,,,12.47,,,,Other Grape Variety,"Pale straw colour, floral with minerality, and ""lemony"" citrus aromas. Dry, medium bodied, a refreshing and easy to drink wine.
",,,,,584904,,,http://www.bcliquorstores.com/files/584904.jpeg,250,4/4/2019 18:10,,1,7.79376E+11,FALSE,0.75,HOUSE WINE - RIESLING PINOT GRIGIO HOUSE WHITE NIAGARA 2016,,Canada,FALSE,,3,3,WHITE,OTHER GRAPE VARIETY,12.47,FALSE,18, RIESLING PINOT GRIGIO HOUSE WHITE NIAGARA 2016,11.5,,FALSE,,,SR,,HOUSE WINE ,CA,TRUE,Canada - Other White Wine,1092,White Wine,FALSE,FALSE,0,12.47,2,FALSE,,,,,,,,,,,house wine - riesling pinot grigio house white niagara 2016,,12.47,,59,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,,Hungary Wine,1041,3.9,,TRUE,12.99,,,2019-04-01T00:00:00.000-07:00,Other Blend,"Bubbly, fresh, floral and fruity, coupled with toasty brioche notes wrapped in a mousse like effervescent texture. The fine bubbles explode off the palate when paired with fried tapas, salmon tartar, sushi, grilled and baked seafood.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,106492,TRUE,,http://www.bcliquorstores.com/files/106492.jpeg,1808,4/4/2019 18:10,,1,5.99882E+12,FALSE,0.75,HUNGARIA - GRANDE CUVEE BRUT,,Hungary,FALSE,,2,2,WHITE,OTHER BLEND,12.99,FALSE,106, GRANDE CUVEE BRUT,11.5,,FALSE,On Sale,,G,,HUNGARIA ,HU,,Hungary Sparkling Wine,1184,Sparkling Wine,FALSE,FALSE,0,11.99,1,FALSE,,,,,,,,,,,hungaria - grande cuvee brut,,11.99,2019-04-27T00:00:00.000-07:00,103,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - Other,1029,4,,,49.99,,,,Vidal,"Generous aromatics of ripe peach, juicy mango and lively citrus fruits are balanced beautifully by an outstanding acidity. This icewine is rich in mouthfeel and has a long fruit-filled finish.
",,,,,551085,,,http://www.bcliquorstores.com/files/551085.jpeg,621,4/4/2019 18:10,,1,6.20654E+11,FALSE,0.375,INNISKILLIN NIAGARA - VIDAL ICEWINE 2017,,Canada,FALSE,,2,2,WHITE,VIDAL,49.99,FALSE,45, VIDAL ICEWINE 2017,9.5,,FALSE,,,SR,,INNISKILLIN NIAGARA ,CA,TRUE,Canada - Other Ice Wine,1096,Ice Wine,FALSE,FALSE,0,49.99,10,FALSE,,,,,,,,,,,inniskillin niagara - vidal icewine 2017,,49.99,,5,Wine,1005,6.20655E+11,6.20965E+11,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Cabernet Sauvignon,TRUE,Canada - BC,1028,3.6,,,14.99,,,,,"Cabernet Sauvignon is hot these days and this red is leading the trend. Look for currant and cassis note alongside ripe fruit and rounded tannins. Will go with roasts of meat, slow cooker recipes, pasta or vegetarian dishes.
",,,,,597070,,,http://www.bcliquorstores.com/files/597070.jpeg,4905,4/4/2019 18:10,,1,6.20655E+11,FALSE,0.75,INNISKILLIN OKANAGAN - CABERNET SAUVIGNON 2017,,Canada,FALSE,,2,2,RED,CABERNET SAUVIGNON,14.99,FALSE,189, CABERNET SAUVIGNON 2017,12.5,,FALSE,,,SR,,INNISKILLIN OKANAGAN ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,14.99,0,FALSE,,,,,,,,,,,inniskillin okanagan - cabernet sauvignon 2017,TRUE,14.99,,96,Wine,1005,6.20655E+11,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,4.5,,,17.49,,,,Other Blend,"The Inniskillin winery continues with exotic varietals such as in this white blend of Viognier Gewurztraminer. Lots of spiciness like cardamom, nutmeg and ginger can be found along with a mouth-hugging fruitiness of citrus and tropical. A good sipper or match to Pacific Rim cuisine like butter chicken, sushi rolls or stir fry.",,,,,441998,,,http://www.bcliquorstores.com/files/441998.jpeg,707,4/4/2019 18:10,,1,6.20654E+11,FALSE,0.75,INNISKILLIN OKANAGAN - DISCOVERY VIOGNIER GEWURZTRAMINER 17,,Canada,FALSE,,2,2,WHITE,OTHER BLEND,17.49,,79, DISCOVERY VIOGNIER GEWURZTRAMINER 17,13,,FALSE,,,SR,,INNISKILLIN OKANAGAN ,CA,,Canada - BC White Wine,1079,White Wine,,FALSE,0,17.49,1,FALSE,,,,,,,,,,,inniskillin okanagan - discovery viognier gewurztraminer 17,TRUE,17.49,,4,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Bordeaux Blend,TRUE,Canada - BC,1028,4.4,,,18.99,,,,,"Exceptional value from the local Okanagan industry where this single vineyard offers up a Bordeaux styled red from the outstanding 2015 vintage. Planted in 1990, the wine is about Merlot then lesser amounts of Cabernet Franc and Cabernet Sauvignon. Hints of cassis and blackberry combine with shimmery tannins and savoury hints and a long reach. Will go with all kinds of full-bodied dishes like beef stroganoff, roast meats or barbecue.
",,BCL Select,,,597039,,,http://www.bcliquorstores.com/files/597039.jpeg,2,4/4/2019 18:10,,1,6.20655E+11,FALSE,0.75,INNISKILLIN OKANAGAN - MERITAGE DARK HORSE VINEYARD 2015,,Canada,FALSE,,3,3,RED,BORDEAUX BLEND,18.99,FALSE,2, MERITAGE DARK HORSE VINEYARD 2015,12.5,,TRUE,BCL Select,,C,,INNISKILLIN OKANAGAN ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,1,18.99,0,FALSE,,,,,,,,,,,inniskillin okanagan - meritage dark horse vineyard 2015,TRUE,18.99,,79,Wine,1005,6.20655E+11,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Merlot,TRUE,Canada - BC,1028,3.9,,TRUE,16.99,,,2019-04-01T00:00:00.000-07:00,,"Inniskillin is internationally known for their Icewines, both from Niagara and the Okanagan. And Okanagan reds too! Full-bodied and ripe with 2016 fruit, this red offers lots of black fruit, plum and savoury BC character. Break out the crock pot slow cooker or with pasta dishes or grill fare.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,76877,TRUE,,http://www.bcliquorstores.com/files/76877.jpeg,3786,4/4/2019 18:10,,1,6.20654E+11,FALSE,0.75,INNISKILLIN OKANAGAN - MERLOT 2017,,Canada,FALSE,,2,2,RED,MERLOT,16.99,FALSE,164, MERLOT 2017,12.9,,FALSE,On Sale,,SR,,INNISKILLIN OKANAGAN ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,14.99,0,FALSE,,,,,,,,,,,inniskillin okanagan - merlot 2017,TRUE,14.99,2019-04-27T00:00:00.000-07:00,44,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,3.2,,,12.99,,,,Pinot Gris / Pinot Grigio,"Okanagan white with passion fruit and pineapple flavours and notes of lemon zest. It's medium-bodied and mouth-watering.
",,,,,80044,,,http://www.bcliquorstores.com/files/80044.jpeg,4655,4/4/2019 18:10,,1,6.20654E+11,FALSE,0.75,INNISKILLIN OKANAGAN - PINOT GRIGIO 2017,,Canada,FALSE,,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,12.99,FALSE,187, PINOT GRIGIO 2017,12,,FALSE,,,SR,,INNISKILLIN OKANAGAN ,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,12.99,0,FALSE,,,,,,,,,,,inniskillin okanagan - pinot grigio 2017,TRUE,12.99,,87,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,TRUE,Canada - BC,1028,3.8,,TRUE,17.99,,,2019-04-01T00:00:00.000-07:00,,"Known as the heartbreak grape, Pinot Noir is tough to grow and tough to produce. But the end result when done well is a silky medium-bodied red with cherry and raspberry flavours that magically linger. Match to tuna steaks, roast poultry or everyday casseroles.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,624767,TRUE,,http://www.bcliquorstores.com/files/624767.jpeg,295,4/4/2019 18:10,,1,6.20655E+11,FALSE,0.75,INNISKILLIN OKANAGAN - PINOT NOIR 2017,,Canada,FALSE,,2,2,RED,PINOT NOIR,17.99,FALSE,32, PINOT NOIR 2017,12.5,,FALSE,On Sale,,SR,,INNISKILLIN OKANAGAN ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,15.99,0,FALSE,,,,,,,,,,,inniskillin okanagan - pinot noir 2017,TRUE,15.99,2019-04-27T00:00:00.000-07:00,73,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,3.8,,,28.99,,,,Riesling,"Golden yellow in colour, this icewine is intense with fruit aromas of apricot, peach and tropical fruits. Its rich palate is overflowing with sweet nectar flavours and is balanced with a crisp acidity.
",,,,,598946,,,http://www.bcliquorstores.com/files/598946.jpeg,1047,4/4/2019 18:10,,1,6.20654E+11,FALSE,0.2,INNISKILLIN OKANAGAN - RIESLING ICEWINE 2016,,Canada,FALSE,,2,2,WHITE,RIESLING,28.99,FALSE,109, RIESLING ICEWINE 2016,10,,FALSE,,,SR,,INNISKILLIN OKANAGAN ,CA,,Canada - BC Ice Wine,1083,Ice Wine,FALSE,FALSE,0,28.99,10,FALSE,,,,,,,,,,,inniskillin okanagan - riesling icewine 2016,TRUE,28.99,,82,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Cabernet / Shiraz,TRUE,Canada - BC,1028,3.9,,,15.99,,,,,"This is an excellent red blend for the money with the Shiraz and Cabernet structure and fruit combining with the Okanagan valley in an excellent warm vintage. Lots of berry fruit and flavor to enjoy. Smooth tannins add up to a crowd pleaser kind of wine. 
",,,,,604264,,,http://www.bcliquorstores.com/files/604264.jpeg,1577,4/4/2019 18:10,,1,6.20654E+11,FALSE,0.75,INNISKILLIN OKANAGAN - SHIRAZ CABERNET SAUVIGNON 2017,,Canada,FALSE,,2,2,RED,CABERNET/SHIRAZ,15.99,FALSE,40, SHIRAZ CABERNET SAUVIGNON 2017,13.5,,FALSE,,,SM,,INNISKILLIN OKANAGAN ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,15.99,0,FALSE,,,,,,,,,,,inniskillin okanagan - shiraz cabernet sauvignon 2017,TRUE,15.99,,29,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,4.2,,,50.99,,,,Vidal,"Ripe sweet honey apricot aromas, concentrated peach and apricot flavours and a long finish characterize this vintage.
",,,,,558452,,,http://www.bcliquorstores.com/files/558452.jpeg,1006,4/4/2019 18:10,,1,6.20655E+11,FALSE,0.375,INNISKILLIN OKANAGAN - VIDAL ICEWINE 2016,,Canada,FALSE,,2,2,WHITE,VIDAL,50.99,FALSE,98, VIDAL ICEWINE 2016,9.7,,FALSE,,,SR,,INNISKILLIN OKANAGAN ,CA,,Canada - BC Ice Wine,1083,Ice Wine,FALSE,FALSE,0,50.99,10,FALSE,,,,,,,,,,,inniskillin okanagan - vidal icewine 2016,TRUE,50.99,,45,Wine,1005,6.20655E+11,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Malbec,,Canada - BC,1028,3.8,,TRUE,9.99,,,2019-04-01T00:00:00.000-07:00,,"Invisibull is a new brand of contemporary varietals and flavours. The Malbec offers blackberry and plums with a nuance of chocolate. Pair it with your favourite lean red meats, funky cheeses and earthy mushrooms. Another good value Exclusive from BC Liquor Stores.
",2019-04-01T00:00:00.000-07:00,BCL Select,On Sale,2019-04-27T00:00:00.000-07:00,582247,TRUE,,http://www.bcliquorstores.com/files/582247.jpeg,1934,4/4/2019 18:10,,1,7.76546E+11,FALSE,0.75,INVISIBULL - MALBEC,,Canada,FALSE,,2,2,RED,MALBEC,9.99,FALSE,152, MALBEC,12.5,,TRUE,BCL Select,On Sale,C,,INVISIBULL ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,8.99,0,FALSE,,,,,,,,,,,invisibull - malbec,,8.99,2019-04-27T00:00:00.000-07:00,74,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,4,,TRUE,9.99,,,2019-04-01T00:00:00.000-07:00,Sauvignon Blanc,"Invisibull is a new brand of contemporary varietals and flavours. The Sauvignon Blanc showcases lime, green apple and white peach with a herbaceous finish. Pair it with a herby leafy salad and soft briny cheeses. Another good value Exclusive from BC Liquor Stores.
",2019-04-01T00:00:00.000-07:00,BCL Select,On Sale,2019-04-27T00:00:00.000-07:00,81968,TRUE,,http://www.bcliquorstores.com/files/81968.jpeg,1859,4/4/2019 18:10,,1,7.76546E+11,FALSE,0.75,INVISIBULL - SAUVIGNON BLANC,,Canada,FALSE,,2,2,WHITE,SAUVIGNON BLANC,9.99,FALSE,134, SAUVIGNON BLANC,12.5,,TRUE,BCL Select,On Sale,C,,INVISIBULL ,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,8.99,0,FALSE,,,,,,,,,,,invisibull - sauvignon blanc,,8.99,2019-04-27T00:00:00.000-07:00,43,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
