name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
Robert Mondavi Private Selection Pinot Grigio 750 mL,Mondavi Private Selection Pinot Grigio 750ml,540351,https://www.everythingwine.ca/mondavi-private-selection-pinot-grigio-750ml,USA,California,White,Pinot Grigio,,,,$16.49 
Clos Des Lunes  Lune D'Argent 750mL,"""A Semillon-driven hellcat from 30-year-old organic vines, this is a dry white wine made in Sauternes by Domaine de Chevalier, the bonkers-good (and expensive) classified growth of Graves. Thick and viscous with fantastic, layered acidity; pear, honeysuckle and citrus on the nose."" - Jordan Carrier, Everything Wine Vintage room consultant",320119,https://www.everythingwine.ca/clos-des-lunes-lune-d-argent750ml,France,Bordeaux,White,White Blend,,"Light yellow color with pale green tints. Intense and complex nose of exotic white fruits and citrus fruit mixed with floral notes of linden and acacia. The palate is rich, generous, ample and intensely fruity, with very good tension. The Sauvignon Blanc lemon juice delicately coats the exotic sweetness (lychee, mango) of the well-ripe Semillon. Mineral notes bringing good salinity added to this cocktail, to serve a beautiful finish.",,$38.98 
Bookends Page Turner  White Blend 750 mL,Incredible value for a BC VQA at this price. The Page Turner white is a lively blend with the classic characteristics you would expect of a BC VQA in both style and flavour. Smooth and fruit forward with intense floral aromas this is a wine which pairs well with a lazy afternoon while you lose yourself in a few chapters of your latest book or magazine.,244462,https://www.everythingwine.ca/bookends-white-blend-vqa-750-ml,Canada,BC - Okanagan Valley,White,White Blend,65%,"Intense floral aromas, the palate is smooth and fruit forward with flavours of peach, apricot and notes of mandarin orange zest.","A well suited wine to compliment mildly spicy dishes, some fresh BC salmon, Quinoa salad or enjoy on its own as you unwind on a lazy afternoon.",$12.99 
Nederburg Heritage Heroes The Young Airhawk Sauvignon Blanc 750 mL,"The Nederburg Heritage Heroes The Young Airhawk is a barrel fermented Sauvignon Blanc that is fresh, crisp and zesty with a creamy texture. Layers of gooseberry, fig and lemon zest flavours integrated with notes of toasted oak.",31039,https://www.everythingwine.ca/nederburg-heritage-heroes-the-young-airhawk-sauvignon-blanc-750-ml,South Africa,Western Cape,White,Sauvignon Blanc,,Aromas of gooseberry and dried herbs invite you into flavours of green figs and minerals with notes of lemon zest and toasted oak. A zesty wine with a creamy texture that make it a perfect summer sipper and superb with food.,"Excellent with seafood such as fresh oysters, crayfish, calamari, prawns and mussels, chicken and pasta dishes, vegetables and fresh summer salads.",$29.99 
Heist Chardonnay 750 mL,Delicious Australian Chardonnay that’s so good you won't want to share it with your accomplice! Boasting honeysuckle aromas and tropical fruit flavours this is a great wine to pair with chicken or creamy pasta dishes.,160251,https://www.everythingwine.ca/heist-chardonnay-750-ml,Australia,South Eastern Australia,White,Chardonnay,60%,"Honeysuckle aromas and ripe tropical fruit flavours of peach and melon on the palate. A smooth texture with vanilla notes and a crisp, citrus finish.","Pair this delicious Chardonnay with roasted chicken, creamy pasta dishes, shrimp with basil pesto or a selection of creamy cheeses.",$13.99 
Baron d'Arignac White Blend 750 mL,With its bouquet of ripe fruit and white flowers the Baron d'Arignac White Blend is an easy drinking and refreshing white. A fitting accompaniment to lighter white meats or a fresh salad.,160156,https://www.everythingwine.ca/baron-d-arignac-white-blend-750ml,Europe,Other,White,White Blend,,"The colour is pale yellow with yellow highlights, the bouquet boasts aromas of ripe fruit and white flowers with slight citrus notes. On the tongue this is an ample and warm wine that is easy to drink.","Serve with white meat, salad, easy drinking and refreshing this wine was produced for everyday consumption as well as special occasions.",$13.99 
Table Mountain Chenin Blanc 750 mL,A versatile every day wine with an array of honeyed fruit with notes of pear and guava. Refreshing summer fruit flavours linger on the palate. Try it with seafood salad or calamari.,186703,https://www.everythingwine.ca/table-mountain-chenin-blanc-750-ml,South Africa,Western Cape,White,Chenin Blanc,,"This is a lively, fruity, easy-drinking wine made from 100% Chenin Blanc. Aromas of honey and guava, flavours of pear and guava with notes of citrus.","Fruity enough to be enjoyed on its own or pair this with poultry, seafood salads, creamy pasta dishes or some calamari.",$12.99 
Cantina Di Custoza  Val Dei Molini Custoza DOC 750 mL,Cantina Di Custoza  Val Dei Molini Custoza DOC 750 mL,4703,https://www.everythingwine.ca/cantina-di-custoza-val-dei-molini-custoza-doc-750-ml,Italy,Veneto,White,White Blend,,,,$20.98 
Glen Carlou Unwooded Chardonnay 750ml,Glen Carlou Unwood Chard 750mL,762955,https://www.everythingwine.ca/glen-carlou-unwood-chard-750ml,South Africa,Paarl,White,Chardonnay,,,,$28.98 
Tolpuddle Chardonnay  750mL,Tolpuddle Chardonnay 750mL,363549,https://www.everythingwine.ca/tolpuddle-chardonnay-750ml,Australia,Tasmania,White,Chardonnay,,,,$79.98 
Tinhorn Creek Vineyards Chardonnay  750 mL,Tinhorn Creek Vineyards Chardonnay  750 mL,530691,https://www.everythingwine.ca/tinhorn-chardonnay-750ml,Canada,BC - Okanagan Valley,White,Chardonnay,,"Its golden hue shows the barrel fermentation components and gentle aging of this wine. Nose is full of spice and tropical fruit, with hints of honey, minerals and lime. Palate is rich and textured with biscotti and graham cracker, before quickly shifting to plum skin and lemon zest in the bright long finish.",,$25.98 
St Supery Estate Vineyards Napa Valley Oak Free Chardonnay 750 mL,St Supery Estate Vineyards Napa Valley Oak Free Chardonnay 750 mL,996397,https://www.everythingwine.ca/st-supery-chardonnay-750ml,USA,Napa Valley,White,Chardonnay,,"This is a crisp Chardonnay with pale yellow hues and rich aromas of dried apricot, cantaloupe and pear mixed with a hint of orange marmalade. Exotic flavors excite the palate with Asian pear, nectarine and apricot resulting in a refreshing wine with a nice finish.",,$45.99 
Villa Maria  Cellar Selection Chardonnay 750 mL,Villa Maria Cellar Selectchard750mL,886309,https://www.everythingwine.ca/villa-maria-cellar-selectchard750ml,New Zealand,Hawkes Bay,White,Chardonnay,,,,$22.98 
Michel Gassier Lou Coucardie Costieres de Nimes White Blend 750 mL,Michel Gassier Lou Coucardie Costieres de Nimes White Blend 750 mL,577346,https://www.everythingwine.ca/michel-gassier-lou-coucardie-costi-res-de-n-mes-white-blend-750ml,France,Rhone - Costieres de Nimes,White,White Blend,,Lou Coucardié Blanc is resolutely Mediterranean combining fruit and spice with a rich but vibrant texture.,,$45.98 
Hartford Court  Fog Dance Vineyard Chardonnay 750 mL,Hartford Court  Fog Dance Vineyard Chardonnay 750 ml,31878,https://www.everythingwine.ca/hartford-court-fog-dance-vineyard-chardonnay-750-ml,USA,California - Sonoma,White,Chardonnay,,,,$111.98 
Araldica La Luciana Gavi 750ml,Araldica La Luciana Gavi 750ml,225081,https://www.everythingwine.ca/araldica-la-luciana-gavi-750ml,Italy,Piedmont - Gavi,White,Cortese,,,,$26.98 
Copain Wines Tous Ensemble Chardonnay 750 mL,Copain  Tous Ensemble Chardonnay 750 ml,16799,https://www.everythingwine.ca/copain-tous-ensemble-chardonnay-750-ml,USA,California - Sonoma,White,Chardonnay,,,,$42.98 
Bodega Garzon  Colinas de Uruguay Sauvignon Blanc 750 mL,"Inspired by the beautiful landscape of the Maldonado region of Uruguay with its gently rolling Colinas - ""hils"" - the Colinas de Uruguay Sauvignon Blanc is extremely fresh and vibrant. Offering flavours of passion fruit and tart peach while you savour its long, crisp finish. Great as an aperitif or paired with seafood dishes.",385419,https://www.everythingwine.ca/bodega-garzon-colinas-de-uruguay-sauvignon-blanc-750-ml,Uruguay,Other,White,Sauvignon Blanc,,"This Sauvignon Blanc is extremely fresh and vibrant. The wine possesses typical varietal flavors like black currant leaves, passion fruit, tart peach and pink grapefruit plus a long, crisp finish. its medium body and acidity.","Ideal as an aperitif this Sauvignon Blanc also pairs well with fresh seafood, sushi, cheeses and pasta with delicate sauces.",$20.99 
Chaberton Estate Winery Chaberton White 200 mL ,Domaine de Chaberton White 200 mL,936179,https://www.everythingwine.ca/domaine-de-chaberton-white-200-ml,Canada,BC - Fraser Valley,White,White Blend,,"A crisp dry wine with aromas of zesty citrus, this B.C. wine has an intense palate of melon, honeysuckle and hints of pineapple.","Enjoy with baked salmon, prawns, and white meats.",$6.98 
Casa Santos Lima Joya White Blend 750 mL,Casa Santos Lima Joya White Blend 750 mL,889113,https://www.everythingwine.ca/casa-santos-lima-joya-white-blend-750-ml,Portugal,Lisboa,White,White Blend,,,,$12.98 
Wines of Substance Sauvignon Blanc 750 mL,Wines of Substance Sauvignon Blanc 750ml,126048,https://www.everythingwine.ca/wines-of-substance-sauvignon-blanc-750ml,USA,Washington - Columbia Valley,White,Sauvignon Blanc,,,,$42.98 
Feudi di San Gregorio Greco di Tufo 750ml,Feudi di San Gregorio Greco di Tufo 750ml,334607,https://www.everythingwine.ca/feudi-di-san-gregorio-greco-di-tufo-750ml,Italy,Campania,White,Greco di Tufo,,,,$41.98 
Pahlmeyer Chardonnay 750 mL,Pahlmeyer Chardonnay 750 mL,26818,https://www.everythingwine.ca/pahlmeyer-chardonnay-750-ml,USA,California - Napa Valley,White,Chardonnay,,,,$134.98 
Craft & Origin  Organic White Chenin/Sauvignon Blanc 500ml,Craft & Origin  Organic White Chenin/Sauvignon Blanc 500ml,134192,https://www.everythingwine.ca/craft-origin-organic-white-chenin-sauvignon-blanc-500ml,South Africa,Western Cape,White,White Blend,,,,$11.98 
Craft & Origin  No Monkey Business Moscato 500ml,Craft & Origin  No Monkey Business Moscato 500ml,229297,https://www.everythingwine.ca/craft-origin-no-monkey-business-moscato-500ml,South Africa,Western Cape,White,Muscat D'Alexandrie,,,,$10.98 
Natale Verga Grillo 750ml,Natale Verga Grillo 750ml,205503,https://www.everythingwine.ca/natale-verga-grillo-750ml,Italy,Sicily,White,Grillo,,,,$14.98 
Elio Filippino Gavi 750 mL,Elio Filippino Gavi 750 mL,214815,https://www.everythingwine.ca/elio-filippino-gavi-750-ml,Italy,Piedmont - Gavi,White,Cortese,,"Fruity bouquet with hints of daisy and acacia flowers.  Citrus notes can be detected on the palate.  Gavi has a distinctively full, fresh and elegant taste.  Ideal serving temperature is 10° to 12°C.",Excellent with fish and white meat.,$28.98 
Vinha da Urze Douro White Blend 750 mL,Allow yourself to be transported to Portugal's Douro valley with the Vinha da Urze White Blend. An elegant mix of three superb varietals this elegant and refreshing wine offers bright floral aromas and crisp clean citrus flavours. A great accompaniment to light salads and shellfish.,224929,https://www.everythingwine.ca/vinha-da-urze-douro-white-blend-750-ml,Portugal,Douro,White,White Blend,,"A refreshing white blend wit bright floral aromas. The flavours of peach, pear and citrus and clean and crisp with notes of meyer lemon underpinning them, this lovely sipper ends with a touch of sweetness.","A great accompaniment to light salads and fresh fruits, shellfish or mildly spicy dishes.",$21.99 
Menage a Trois  Gold Chardonnay 750 mL,Folie a Deux Winery Menage a Trois  Gold Chardonnay 750 mL,199685,https://www.everythingwine.ca/folie-a-deux-winery-menage-a-trois-gold-chardonnay-750-ml,USA,California,White,Chardonnay,,,,$23.98 
Giulio Straccali Galileo  Bianco d'Italia 750 mL,Giulio Straccali Galileo Bianco d'Italia 750ml,224645,https://www.everythingwine.ca/giulio-straccali-galileo-bianco-d-italia-750ml,Italy,Tuscany,White,White Blend,,,,$14.98 
Fat Bird Marlborough Sauvignon Blanc 750 mL,"Back at everything wine by popular demand we last had this in 2016 and we had to beg the winery to make this again so many of our customers were asking for it! Fat Bird Sauvignon Blanc is a light New Zealand Sauvignon Blanc with all the characters you've grown to love. Typical lime zest, passionfruit & herbaceous characters. Bit of gooseberry fruitiness and a balanced zesty crisp finish. This finish is alive and clean as all good Marlborough Sauvignon Blancs should be.",121266,https://www.everythingwine.ca/fat-bird-sauvignon-blanc-750-ml-1,New Zealand,Marlborough,White,Sauvignon Blanc,100%,"This crisp and refreshing customer favourite has vibrant aromas of lie zest and fresh cut grass, a perfect summer sipper. The flavours are of passionfruit and pineapple with herbal notes and gooseberry and lemons before a refreshing ending note of lime zest on the finish.","Delicious on its own as you enjoy the another beautiful summer in British Columbia or paired with light pastas, vegetarian dishes seasoned with fresh herbs, oysters or a selection of creamy cheeses.","
                            $16.99                        "
Le Sentier dans Les Vignes White Blend 750 mL,"From famed Samantha Bailey: Winemaker, Boutinot France/Boutinot Wine Ambassador and Master Blender. This zingy white is beautifully aromatic with notes of crushed basil leaves, lemons, and limes with a hint of tropical pineapple. It is an intense medium-bodied blend of Colombard and Ugni Blanc.",195654,https://www.everythingwine.ca/le-sentiers-dans-les-vignes-white-blend-750-ml,France,Other,White,White Blend,,"This zingy white is beautifully aromatic – crushed basil leaves, lemons and limes and a hint of tropical pineapple. Medium-bodied with a satisfying dry finish.","This aromatic white is a great match for a goat’s cheese salad, oily fish such as salmon and other full flavoured, savory foods.",$18.99 
Grand Cape Sauvignon Blanc 750 mL,"A zesty white to enjoy with a delicious fried halibut! This Western Cape wine displays fresh, ripe yellow fruit flavours with a hint of waxy lime zest. It has some leafy herbal notes as well, which makes for a zippy and extremely quaffable sip.",195725,https://www.everythingwine.ca/grand-cape-sauvignon-blanc-750ml,South Africa,Western Cape,White,Sauvignon Blanc,,"Zesty, citrussy Sauvignon Blanc. Classic aromas of nettle and lemon zest with a palate of more lemon, green pepper and stoney minerality.","This wine is perfect as an aperitif or can be drunk with white fish, chicken and light salads.",$18.99 
Serrano Mira Monte Das Servas Escolha Red 750ml,Serrano Mira Monte Das Servas Escolha Red 750ml,2447,https://www.everythingwine.ca/serrano-mira-monte-das-servas-escolha-red-750ml,Portugal,Alentejo,White,Red Blend,100%,,,$24.98 
Serrano Mira Monte Das Servas Escolha Rose 750ml,Serrano Mira Monte Das Servas Escolha Rose 750ml,2454,https://www.everythingwine.ca/serrano-mira-monte-das-servas-escolha-rose-750ml,Portugal,Alentejo,White,Rose,,,,$24.98 
Serrano Mira Monte Das Servas Escolha White 750ml,Serrano Mira Monte Das Servas Escolha White 750ml,35612,https://www.everythingwine.ca/serrano-mira-monte-das-servas-escolha-white-750ml,Portugal,Alentejo,White,White Blend,,,,$24.98 
Vinos De Arganza Encanto Godello 750ml,Vinos De Arganza Encanto Godello 750ml,756916,https://www.everythingwine.ca/vinos-de-arganza-encanto-godello-750ml,Spain,Valdeorras,White,Godello,,"Beautiful straw yellow colour. On the nose fruity, persistent and elegant aromas.",Ideal for any kind of seafood.,$19.49 
Domaine Le Soula maceration White Blend 750ml,Domaine Le Soula maceration White Blend 750ml,538702,https://www.everythingwine.ca/domaine-le-soula-maceration-white-blend-750ml,France,Other,White,White Blend,,,,$39.98 
Esprit Mer White Blend 750 mL,"Welcome to the south of France! This refreshing white has intense aromas of peach, melon and white flowers. Soft on the palate and bursting with zesty notes.",115317,https://www.everythingwine.ca/esprit-mer-white-blend-750-ml,France,Languedoc,White,White Blend,80%,"Subtle floral aromas, flavours of peach and melon with notes of lemon zest. A crisp and refreshing wine with a crisp and dry finish.","A versatile wine that is fruity and refreshing enough to be enjoyed on its own, or pairs well with light to subtly intense seafood dishes. Enjoy a glass with white wine steamed mussels, grilled chicken breast or mild curry.",$15.99 
Espiral Vinho Verde 750 mL,"Lively and refreshing, this wine is the perfect summer sipper! The apple, pear and lemon fruit flavours are accented by a touch of effervescence. Enjoy on its own on a hot day, or pair with a light pesto pasta!",115207,https://www.everythingwine.ca/espiral-vinho-verde-750-ml,Portugal,Vinho Verde,White,White Blend,80%,Aromas of citrus fruit entice you into this wine and your reward are flavours of apple and pear with notes of meyer lemon. Light and spritzy this wine is perfect for a sunny afternoon on the patio.,Great as an aperitif or enjoyed with sushi and light seafood dishes - served with plenty of summer sunshine of course.,"
                            $11.99                        "
Twist of Fate Riesling Gewurztraminer 750 mL,Twist of Fate Riesling Gewurztraminer 750ml,22379,https://www.everythingwine.ca/twist-of-fate-riesling-gewurztraminer-750ml,Canada,Canada,White,White Blend,,,,$9.99 
Time Estate Winery  Sundial Vineyard Syrah 750 mL,Time Estate Winery  Sundial Syrh 750 mL,835090,https://www.everythingwine.ca/time-estate-winery-sundial-syrh-750-ml,Canada,BC - Okanagan Valley,White,Syrah,,,,$39.98 
Misty Cove Estate Sauvignon Blanc 750 mL,Misty Cove Sauvignon Blanc 750ml,116216,https://www.everythingwine.ca/misty-cove-sauvignon-blanc-750ml,New Zealand,Marlborough,White,Sauvignon Blanc,,,,$23.98 
Boatshed Bay Sauvignon Blanc 750 mL,Boatshed Bay Sauvignon Blanc 750ml,229269,https://www.everythingwine.ca/boatshed-bay-sauvignon-blanc-750ml,New Zealand,Marlborough,White,Sauvignon Blanc,,,,$17.98 
Xanadu DJL Chardonnay 750ml,Xanadu DJL Chardonnay 750ml,129435,https://www.everythingwine.ca/xanadu-djl-chardonnay-750ml,Australia,Margaret River,White,Chardonnay,,,,$29.98 
Loveblock Marlborough Pinot Gris 750 mL,Love Block Pinot Gris 750 ml,256261,https://www.everythingwine.ca/love-block-pinot-gris-750-ml,New Zealand,Marlborough,White,Pinot Gris,,,,$31.98 
Calamar Verdejo 750ml,Calamar Verdejo 750ml,214823,https://www.everythingwine.ca/calamar-verdejo-750ml,Spain,Rueda,White,Verdejo,,"Intense bouquet of white (pear and apple) and tropical fruits predominate this Verdejo.  Traces of herbaceous plants, balsamic and anise with notes of white flowers.  On the palate, fresh, elegant and smooth with good structure and excellent acidity.  Tasty and aromatic with a complex and lingering finish.",,$22.98 
Vistamar Brisa Chardonnay 750ml,Vistamar Brisa Chardonnay 750ml,28280,https://www.everythingwine.ca/vistamar-brisa-chardonnay-750ml,Chile,Central Valley,White,Chardonnay,,,,$11.98 
Vistamar Brisa Sauvignon Blanc 750ml,Vistamar Brisa Sauvignon Blanc 750ml,28277,https://www.everythingwine.ca/vistamar-brisa-sauvignon-blanc-750ml,Chile,Central Valley,White,Sauvignon Blanc,,,,$11.98 
Trapiche Gran Medalla Chardonnay 750 mL,Trapiche Gran Medalla Chardonnay 750 ml,168482,https://www.everythingwine.ca/trapiche-gran-medalla-chardonnay-750-ml,Argentina,Mendoza,White,Chardonnay,,"This Chardonnay reveals tropical fruit aromas intermixed with lemon blossom and citrus along with a touch of spice, honeysuckle, and brioche. Full bodied, with crisp, rich fruit, underlying minerality and a sensational finish.",,$27.98 
Arrowleaf Cellars  Pinot Gris 750 mL,Arrowleaf  Pinot Gris 750 mL,182835,https://www.everythingwine.ca/arrowleaf-pinot-gris-750-ml-1,Canada,BC - Okanagan Valley,White,Pinot Gris,,,,$19.19 
Liberado Verdejo/Sauvignon Blanc  750ml,Liberado Verdejo/Sauvignon Blanc  750ml,520627,https://www.everythingwine.ca/liberado-verdejo-sauvignon-blanc-750ml,Spain,La Mancha,White,White Blend,,,,$14.98 
Long Barn Chardonnay 750 mL,Long Barn Chardonnay 750ml,159999,https://www.everythingwine.ca/long-barn-chardonnay-750ml,USA,California,White,Chardonnay,,,,$17.98 
Poplar Grove Pinot Gris  750 mL ,Poplar Grove Pinot Gris  750 mL,196264,https://www.everythingwine.ca/poplar-grove-pinot-gris-750-ml-1,Canada,BC - Okanagan Valley,White,Pinot Gris,,"Pale gold splashes in the glass. Captivating essences of freshly pitted nectarines, lime zest, and honey suckle tempt the nose. This Pinot Gris’ lush palate of Fiji apple, apricot, and Okanagan peach balances with refreshing acidity and hidden notes of honey dew.",Smooth minerality and a delicate mouthfeel make this classic Pinot Gris a show stopping pairing for summer salads and soft ripened cheese.,$18.99 
Cannonview Wines Chardonnay 750 mL,Cannonview Chardonnay 750 mL,210404,https://www.everythingwine.ca/cannonview-chardonnay-750-ml,Canada,BC - Okanagan Valley,White,Chardonnay,,,,$86.89 
Narrative - Okanagan Crush Pad White Blend 750 mL,Narrative White Blend 750ml,896928,https://www.everythingwine.ca/narrative-white-blend-750ml-1,Canada,BC - Okanagan Valley,White,White Blend,,,,$19.98 
Shea Wine Cellars Willamette Valley Chardonnay 750 mL,Shea Wine Cellars Chardonnay 750 mL,580266,https://www.everythingwine.ca/shea-wine-cellars-chardonnay-750-ml,USA,Oregon - Willamette Valley,White,Chardonnay,,,,$67.98 
Zind Humbrecht  Roche Volcanique Pinot Gris 750 ml,Zind Humbrecht  Roche Volcanique Pinot Gris 750 ml,244553,https://www.everythingwine.ca/zind-humbrecht-roche-volcanique-pinot-gris-750-ml,France,Alsace,White,Pinot Gris,,,,$50.98 
Reyneke Wines Biodynamic Chenin Blanc 750 mL,Reyneke Wines Biodynamic Chenin Blanc 750 mL,753186,https://www.everythingwine.ca/reyneke-wines-biodynamic-chenin-blanc-750-ml,South Africa,Stellenbosch,White,Chenin Blanc,,,,$36.98 
Vina Vasta Verdejo Viura 750 mL,"A zesty blend of two of the top Spanish whitte grape varieties, Verdejo and Viura! With aromas and flavours of crisp green apple and pineapple this blend is delicious on its own or paired with light seafood dishes.",183059,https://www.everythingwine.ca/vina-vasta-verdejo-viura-750-ml,Spain,Tierra de Castilla,White,White Blend,,"Crisp and refreshing with aromas of green fruit, flavours of green apple. pineapple and citrus notes.",A wonderful wine to enjoy as an aperitif or with light seafood dishes such as grilled white fish or shellfish. Why not also try this wine with a classic Spanish dish such as Gazpacho.,$13.99 
Canyon Road Chardonnay 750 mL ,"Canyon Road wines are inspired by the scenic roads that wander through California's stunning wine country. This Chardonnay is medium-bodied with notes of crisp apple, ripe citrus and hints of spice.",647305,https://www.everythingwine.ca/canyon-road-chardonnay-750ml,USA,California,White,Chardonnay,,"The Chardonnay is full-bodied and ultra-ripe, with aromas of yellow apples, ripe pear and toasted nuts. On the palate, a balanced and round texture, with flavours of ripe apples, pineapple and notes of ginger and vanilla.","Delicious complement to grilled chicken, lighter pasta dishes or mild and creamy cheeses.",$15.99 
Scarpetta Frico Bianco 750 mL,Scarpetta Frico Bianco 750 mL,126183,https://www.everythingwine.ca/scarpetta-frico-bianco-750-ml,Italy,Friuli-Venezia Giulia,White,White Blend,,,,$20.98 
Ruffino  Moscato D'Asti 750 mL,Ruffino  Moscato D'Asti 750 mL,116580,https://www.everythingwine.ca/ruffino-moscato-d-asti-750-ml,Italy,Piedmont,White,Moscato,,,,$12.99 
McPherson Family Vineyards Laneway Chardonnay 750 mL,McPherson Family Vineyards Laneway Chardonnay 750 mL,255781,https://www.everythingwine.ca/mcpherson-family-vineyards-laneway-chardonnay-750-ml,Australia,Victoria,White,Chardonnay,,A rich and textual wine displaying lovely aromas of tropical fruits with a hint of apple and spice. The palate is mouth-filling and generous with excellent length and harmony carrying the fruit to a full clean finish. Lovely light oak balances and completes the picture. A marvellous wine match with any meal and is best served slightly chilled to allow the full texture of the wine to flourish.,"This wine is made with food in mind. Served in forward trending bars and cafes, this is a versatile, medium bodied wine that is perfect with modern street food, char-grilled calamari, spaghetti vongole or anything from the sea.",$24.99 
Mt. Dawson Chardonnay 750 mL,Mt. Dawson Chardonnay 750mL,236461,https://www.everythingwine.ca/mt-dawson-chardonnay-750ml-1,Canada,Canada,White,Chardonnay,,,,$9.99 
Nichol Vineyard Pinot Gris  750 mL,Nichol Vineyard Pinot Gris  750ml,169480,https://www.everythingwine.ca/nichol-vineyard-pinot-gris-750ml-3,Canada,BC - Okanagan Valley,White,Pinot Gris,,"Clear and youthful with a salmon berry hue,. Aromas of peach pit, apricot, ginger and apple skin. Medium bodied with citrus and orchard fruit on the dry but concentrated palate. Fresh acidity carries the grapefruit tinged finish.",,$23.98 
Lock & Worth Winery Sauvignon Blanc & Semillon 750 mL,Lock & Worth Winery Sauvignon Blanc / Semillon 750 mL,29226,https://www.everythingwine.ca/lock-worth-winery-sauvignon-blanc-semillon-750-ml-1,Canada,BC - Okanagan Valley,White,White Blend,,"Focused and almost lithe both on the nose and palate.Citrus pith, melon, hay, lemon verbena. Bright, fresh and long. Bottles un-fined and un-filtered this is slightly cloudy.",,$22.99 
Bota Box Pinot Grigio 500 mL,Bota Box Pinot Grigio Mini 500ml,186395,https://www.everythingwine.ca/bota-box-pinot-grigio-mini-500ml,USA,California,White,Pinot Grigio,,,,$11.98 
Domaine Ostertag Fronholz Muscat 750 mL,Domaine Ostertag Fronholz Muscat 750 mL,181920,https://www.everythingwine.ca/domaine-ostertag-fronholz-muscat-750-ml,France,Alsace,White,Muscat,,"A lovely mix of gentle rose petal, sandalwood and honeysuckle perfumes the nose. The palate has an earthy element, grounding these flavours and a texture of silky peach skin, along with soft peachy fruit. The body is light and lifted an almost weightless pleasure but with concentration and lasting flavours. This is a compact bundle of aromatic joy.",,$49.98 
Domaine Ostertag Les Jardins Riesling 750 mL,Domaine Ostertag Les Jardins Riesling 750 mL,181923,https://www.everythingwine.ca/domaine-ostertag-les-jardins-riesling-750-ml,France,Alsace,White,Riesling,,"Greenish yellow in colour, this white boasts a intense nose exuding floral, fruity and mineral aromas. Discover this medium-bodied wine expressing refreshing acidity and offering a broad texture. It also unveils a medium mouthfeel that leads into a medium finish.",Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.,$40.98 
Domaine Pinson Freres Chablis 1er Cru Vaillons Chardonay 750 mL,Domaine Pinson Freres Chablis 1er Cru Vaillons Chardonay 750 mL,225075,https://www.everythingwine.ca/domaine-pinson-freres-chablis-1er-cru-vaillons-chardonay-750-ml,France,Chablis,White,Chardonnay,,"Typically a rich, round cuvée owing to Vaillons’ south-easterly aspect. Nonetheless, white rather than yellow fruit dominates the nose, while the fresh, saline finish that suggests a bright future.",,$70.98 
The Prisoner Wine Co. Blindfold White Blend 750 mL,The Prisoner Wine Co. Blindfold White Blend 750 mL,39594,https://www.everythingwine.ca/the-prisoner-wine-co-blindfold-white-blend-750-ml,USA,California - Napa Valley,White,White Blend,,"Chardonnay blended with white Rhône and aromatic varieties, equally bold and intriguing—a luscious entry of toasted hazelnut and mandarin is balanced by bright acidity and minerality. The finish is rich and creamy with flavors of lemon zest and caramelized sugar.",,$43.98 
WillaKenzie Estate Reserve Pinot Gris 750 mL ,WillaKenzie Estate Reserve Pinot Gris 750 mL,189030,https://www.everythingwine.ca/willakenzie-estate-reserve-pinot-gris-750-ml,USA,Oregon - Yamhill-Carlton,White,Pinot Gris,,"Effusive and aromatic, this dry Pinot Gris displays citrus and melon notes culminating in a refreshing finish.",,$29.98 
Thr3 Monkeys Fruity White Airen 750 mL,Thr3 Monkeys Fruity White Airen 750 mL,209724,https://www.everythingwine.ca/thr3-monkeys-fruity-white-airen-750-ml,Spain,Spain,White,Airen,,The wine is pure and aromatic and has a balanced sweetness that will make your tonsils go bananas!,"Thr3 Monkeys Fresh & Fruity white wine is an easy going wine which goes perfectly with fish tacos, veg or great company.",$13.98 
Domaine Ramonet Bouzeron Aligote 750 mL,Domaine Ramonet Bouzeron Aligote 750 mL,864025,https://www.everythingwine.ca/domaine-ramonet-bouzeron-aligote-750-ml,France,Burgundy,White,Aligote,,"Very fresh and bright Aligoté aromas with the typical spice notes that complement the rich, dense, fat and sweet flavors. It is gratifyingly mouth watering. With a hint of vanilla, this wonderful and silky light-bodied and elegant easy drinking white wine can be enjoyed immediately.",,$58.98 
Adorada Pinot Gris  750 mL,Adorada Pinot Gris  750 mL,233299,https://www.everythingwine.ca/adorada-pinot-gris-750-ml,USA,California,White,Pinot Gris,,"The freshness of a coastal breeze brought to life through a vibrant blend of orange blossom and honeysuckle, with a touch of honeydew and lemon zest.",,$23.98 
Bread & Butter Chardonnay 750 mL ,Bread & Butter Chardonnay 750 mL,199367,https://www.everythingwine.ca/bread-butter-chardonnay-750-ml,USA,California,White,Chardonnay,,"This Chardonnay opens delicately with rich notes of vanilla bean and almond husk, which recalls the aromas of a creme brulee. The creamy custard notes are balanced by a soft minerality and a hint of worn leather. Those creamy notes continue on the palate where they are joined with a light woodiness from the oak. Just like that first bite of creme brulee, this wine will melt in your mouth for a long, creamy finish.",,$29.98 
Fitzpatrick Family Vineyards Interloper  Gewurztraminer 750 mL,Fitzpatrick Family Vineyards Interloper Gewurztraminer 750 mL,991430,https://www.everythingwine.ca/fitzpatrick-family-vineyards-interloper-gewurztraminer-750-ml,Canada,BC - Okanagan Valley,White,Gewurztraminer,,,,$21.98 
